v1,v2,cleaned_text
ham,you said not now no problem when you can let me know,ham
ham,ok but tell me half an hr b4 u come i need 2 prepare,ham
ham,play w computer aiyah i tok 2 u lor,ham
ham,sat right okay thanks ,ham
ham,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,ham
ham,ok chinese food on its way when i get fat youre paying for my lipo,ham
ham,we r outside already,ham
ham,have a good trip watch out for  remember when you get back we must decide about easter,ham
ham,yo we are watching a movie on netflix,ham
ham,what time iû÷m out until prob 3 or so,ham
ham,can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,ham
ham,i dont thnk its a wrong calling between us,ham
ham,i am not sure about night menu   i know only about noon menu,ham
ham,arr birthday today i wish him to get more oscar,ham
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,ham
ham,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,ham
ham, and  picking them up from various points,ham
spam,married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,spam
ham,wow v v impressed have funs shopping,ham
ham,i am on the way to ur home,ham
spam,burger king  wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with cocacola and walk out a winner,spam
ham,no problem talk to you later,ham
ham,then ur sis how,ham
ham,still in customer place,ham
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,spam
ham,dude u knw also teluguthts gudk gud nyt,ham
ham,we confirm eating at esplanade,ham
ham,send me your id and password,ham
ham,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,ham
spam,for ur chance to win a å£250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,spam
ham,well i might not come then,ham
ham,long after i quit i get on only like 5 minutes a day as it is,ham
ham,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,ham
ham,well at this right im gonna have to get up and check todays steam salespee so text me when you want me to come get you,ham
ham,just arrived see you in a couple days lt3,ham
ham,k wat s tht incident,ham
ham,yeah get the unlimited,ham
ham,cthen i thk shd b enuff still got conclusion n contents pg n references ill b doing da contents pg n cover pg,ham
ham,forgot it takes me 3 years to shower sorry where you atyour phone dead yet,ham
ham,ìï got wat to buy tell us then ì no need to come in again,ham
ham,when you are big god will bring success,ham
spam,uûªve bin awarded å£50 to play 4 instant cash call 08715203028 to claim every 9th player wins min å£50å£500 optout 08718727870,spam
ham,"û we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and  c u soon ham",ham
ham,not from this campus are you in the library,ham
ham,the affidavit says  ltgt  e twiggs st division g courtroom  ltgt  lttimegt  am ill double check and text you again tomorrow,ham
ham,how will i creep on you now ,ham
ham,tell your friends what you plan to do on valentines day  lturlgt,ham
ham,if i get there before you after your ten billion calls and texts so help me god,ham
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,ham
ham,ive told him that ive returned it that should i re order it,ham
ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post office,ham
ham,depends on where u going lor,ham
ham,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you  grins,ham
spam,freemsgfav xmas tonesreply real,spam
ham,lil fever now fine,ham
ham,i think its all still in my car,ham
ham,can a not,ham
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906 ,spam
ham,yes princess i want to catch you with my big strong hands,ham
ham,oh yeah i forgot u can only take 2 out shopping at once,ham
ham,mm so you asked me not to call radio,ham
ham,thinkin about someone is all good no drugs for that,ham
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,ham
ham,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,ham
ham,alright if youre sure let me know when youre leaving,ham
ham,some are lasting as much as 2 hours you might get lucky,ham
ham,genius whats up how your brother pls send his number to my skype,ham
spam,gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,spam
ham,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join,ham
ham,dont forget who owns you and whos private property you are  and be my good boy always  passionate kiss,ham
spam,interflora  åòits not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow,spam
ham,oh godtaken the teethis it paining,ham
spam,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,spam
ham,then u ask darren go n pick u lor but i oso sian tmr haf 2 meet lect,ham
ham,no need to buy lunch for me i eat maggi mee,ham
spam,congratulations  thanks to a good friend u have won the å£2000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute btnationalrate,spam
ham,ok lor,ham
ham,oh right ok ill make sure that i do loads of work during the day  got a really nasty cough today and is dry n shot so that should really help it,ham
ham,wifehow she knew the time of murder exactly,ham
spam,send a logo 2 ur lover  2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,spam
ham,howz that persons story,ham
ham,thanx 4 sending me home,ham
ham,its normally hot mail com you see,ham
spam,youve won tkts to the euro2004 cup final or å£800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,spam
ham,u sick still can go shopping,ham
ham,ya they are well and fine bbdpooja full pimpleseven she become quite blackand ur rite here its too cold wearing sweatter,ham
ham,nicenicehow is it working,ham
ham,1s reach home call me,ham
ham,were trying to find a chinese food place around here,ham
ham,easy mate  guess the quick drink was bit ambitious,ham
ham,babe  i miiiiiiissssssssss you  i need you  i crave you    geeee  im so sad without you babe  i love you ,ham
ham,ok thanx,ham
ham,aathiwhere are you dear,ham
ham,tunji hows the queen how are you doing this is just wishing you a great day abiola,ham
ham,today iz yellow rose day if u love my frndship give me 1 misscall amp send this to ur frndz amp see how many miss calls u get if u get 6missed u marry ur lover,ham
ham,will be out of class in a few hours sorry,ham
ham,wat time u finish ur lect today,ham
spam,freemessage jamsterget the crazy frog sound now for poly text mad1 for real text mad2 to 88888 6 crazy sounds for just 3 gbpweek 16only tcs apply,spam
ham,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,ham
spam,your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call,spam
ham,shes fine good to hear from you how are you my dear happy new year oh,ham
ham,are you going to wipro interview today,ham
ham,how tall are you princess,ham
ham,i doubt you could handle 5 times per night in any case,ham
ham,haha hope ì can hear the receipt sound gd luck,ham
ham,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me,ham
ham,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it ,ham
